,side,market,wallet,shares,yes_no_index,pseudonym
154,NO,tyler-robinson-convicted-of-homicide,0xe2eedd8c3b0668dc19757c314ea41dfaa5c760b8,30.0,1,Drab-Embryo
155,NO,tyler-robinson-convicted-of-homicide,0xa18c5cf2bc6eec389d2d512582ae14654b99d792,28.35,1,Gigantic-Graduation
156,NO,tyler-robinson-convicted-of-homicide,0x07f8e36d709a2921b2e58a0099bee89b1be38290,25.0,1,Starry-Accordance
157,NO,tyler-robinson-convicted-of-homicide,0xda30865e15d5b76c1501091c91eeb94afc7764be,24.886791,1,
158,NO,tyler-robinson-convicted-of-homicide,0xafa6696a6693915d8a26aa9ae8255b17a4bedb93,23.4375,1,Tender-Someone
159,NO,tyler-robinson-convicted-of-homicide,0x410d389f1dcdcda12f6bc942c8022d40117e4c78,20.465452,1,Grotesque-Genie
160,NO,tyler-robinson-convicted-of-homicide,0xdd950b3e23666ebb4dedbb6b515edd066bef17e8,20.0,1,Compassionate-Camel
161,NO,tyler-robinson-convicted-of-homicide,0xaa3f32c865cf63860f774a38ebaba8549ea82d8b,18.518517,1,Ancient-Era
162,NO,tyler-robinson-convicted-of-homicide,0x65ab0bf5c363ceeb042248f3ed58d5156a410a76,18.0,1,Sandy-Diaphragm
163,NO,tyler-robinson-convicted-of-homicide,0x3458ae6606828ed4d9666573e1585d9419efb5a7,17.543858,1,Green-Birdwatcher
164,NO,tyler-robinson-convicted-of-homicide,0xedc4e9604396800bac6f5f28958f117b6dd8be57,17.0,1,Spotted-Unemployment
165,NO,tyler-robinson-convicted-of-homicide,0xc94da03f36ef1cc283e38736ba7c4b9c7974af5d,16.949151,1,Frail-Match-Whisker
166,NO,tyler-robinson-convicted-of-homicide,0xb8fc28bbf7b8c9c5f9e0bbbd7272adaba4e6ed7f,15.873014,1,Past-Reverse
167,NO,tyler-robinson-convicted-of-homicide,0xd0f884f3fecca09f4a0945620b4befa64f3d73a1,15.625,1,Weepy-Power
168,NO,tyler-robinson-convicted-of-homicide,0x7f787235a6a116cb0fa3e4857860636edabc657f,15.537312,1,
169,NO,tyler-robinson-convicted-of-homicide,0x270284ed51809821905cefd2766303e6b1147cb4,15.0,1,Jumbo-Designer
170,NO,tyler-robinson-convicted-of-homicide,0x69b5c5b49bfab9bbc5d6d99eb66c5d4cf3503b73,14.925372,1,
171,NO,tyler-robinson-convicted-of-homicide,0x54498e4c40b17261479aeaeeddf9cc37bd46992b,13.927109,1,
172,NO,tyler-robinson-convicted-of-homicide,0xedd835510e08c1de5c794ebc192c3222eef7b939,13.432824,1,Buoyant-Gland
173,NO,tyler-robinson-convicted-of-homicide,0x1ca59b4088339065440836b425c586f02c9480f5,10.00182,1,Memorable-Data
174,NO,tyler-robinson-convicted-of-homicide,0x58744f91ed701afdc02d55b0467b09ce62c505f7,10.0,1,Concerned-Wing
175,NO,tyler-robinson-convicted-of-homicide,0x8c65191e411feec6c73aefbd74a55d246099dcf7,10.0,1,Official-Security
176,NO,tyler-robinson-convicted-of-homicide,0x9287bd3d7f9cc43198c98974cbbdfa1c48fe41f2,10.0,1,Better-Rheumatism
177,NO,tyler-robinson-convicted-of-homicide,0xe65f020522dc43ae9c85c8e03a4f403414899352,10.0,1,Thin-Decoration
178,NO,tyler-robinson-convicted-of-homicide,0x4d1e7f7ab98bee32b09b1cdf5c5159e73922e714,9.835819,1,
179,NO,tyler-robinson-convicted-of-homicide,0x290d0d19d90afbff047dd3585c4a716dc5f9dc40,9.433961,1,Sunny-Caramel
180,NO,tyler-robinson-convicted-of-homicide,0xfb8edbc409120f8dbab8df8e723037e0fe773dc3,9.259258,1,Outstanding-Mandarin
181,NO,tyler-robinson-convicted-of-homicide,0xd5bab2c5c4db2194a248722b592888511b64258c,9.194028,1,
182,NO,tyler-robinson-convicted-of-homicide,0xb3d4c3aec894c555aad1d442421260bae491e68a,8.88383,1,Selfish-Tangerine
183,NO,tyler-robinson-convicted-of-homicide,0x3aee183874934d8b07e209e22bb88aff11cba04a,8.86567,1,
184,NO,tyler-robinson-convicted-of-homicide,0xe71d94b0c62faafdc88e744c96ad82c1646b7359,8.771927,1,Calculating-Plugin
185,NO,tyler-robinson-convicted-of-homicide,0x9168b6a66d92865ff147512662b74b330c60b224,8.358207,1,
186,NO,tyler-robinson-convicted-of-homicide,0x1ab08b70e43b2e9f1ec9815f2451e2ad084a0a52,8.328357,1,
187,NO,tyler-robinson-convicted-of-homicide,0xd43a88f36e8921a97fd397432d08f56604b21c11,8.307214,1,Spanish-Consulting
188,NO,tyler-robinson-convicted-of-homicide,0xcdadaae674be530e76f67a5574e8d0536239a2fa,7.095237,1,
189,NO,tyler-robinson-convicted-of-homicide,0x50c97b7214a030e87ce21848f67308286c69dec1,6.905562,1,Massive-Neon
190,NO,tyler-robinson-convicted-of-homicide,0x31a60675a2a620fea7710880f009c11258e10632,6.597013,1,
191,NO,tyler-robinson-convicted-of-homicide,0xb2d5557df3ebeb013fba586883551f3a371eff8b,5.997141,1,Beloved-Laryngitis-Hunger
192,NO,tyler-robinson-convicted-of-homicide,0xb2539c6e857372d90bc648b59498cb6e5ec42d38,5.6338,1,Bewitched-Merchant
193,NO,tyler-robinson-convicted-of-homicide,0x5cca58c627f8828548d13af1e31b7363e3c3507c,5.567163,1,
194,NO,tyler-robinson-convicted-of-homicide,0xd8e4b494d55c0b27292d6d43df199177fd11a9cf,5.55,1,
195,NO,tyler-robinson-convicted-of-homicide,0x57b9acdde2dff37c39ad37f24f3293c8d2330464,5.44776,1,
196,NO,tyler-robinson-convicted-of-homicide,0xe6000afcee6ea70d272e3ca3517708add214a907,5.343282,1,
197,NO,tyler-robinson-convicted-of-homicide,0xe7505c94c7d5980919ad83b8e614142891094850,5.222221,1,
198,NO,tyler-robinson-convicted-of-homicide,0xcc1a5d9160199b0862fbe0870d211974a8d87044,5.149252,1,
199,NO,tyler-robinson-convicted-of-homicide,0x28ab2147f54270b141e6a0fc9c90043ded572048,5.106381,1,Super-Arena
200,YES,diddy-found-guilty-of-sex-trafficking,0xc1b02266e94b87473cd4e38a61f13c69bf5a4535,131519.352108,0,Squiggly-Bonding
201,YES,diddy-found-guilty-of-sex-trafficking,0x2e7f06e8b568b9a04e152a549500e6a54f99b1d4,36258.15,0,
202,YES,diddy-found-guilty-of-sex-trafficking,0x65bf3bfd2cd0506e8e41752a01e7af7817c94b91,6000.0,0,Masculine-Pinot
203,YES,diddy-found-guilty-of-sex-trafficking,0x157fa171d15d3b9f9783a0c3f8700c95a12b5b27,4385.577635,0,
204,YES,diddy-found-guilty-of-sex-trafficking,0xcf7c3d0c796b2aaaccfd613236431a0ec7cdf2cb,3000.0,0,Menacing-Hope
205,YES,diddy-found-guilty-of-sex-trafficking,0x7fda167dcaa5ffe2c6c34791c103c4bfcee3e430,2599.992563,0,Rigid-Weight
206,YES,diddy-found-guilty-of-sex-trafficking,0xf6d8e74e76e79dcc7061c20824113cec164114ab,1504.170404,0,Whopping-Manufacturing
207,YES,diddy-found-guilty-of-sex-trafficking,0xccdac3c7b285bb9402bee9e0e58fe76480af4937,1242.506047,0,Overcooked-Diaphragm
208,YES,diddy-found-guilty-of-sex-trafficking,0x00fa1da7d2b8baa703a1d3554b5d1338be9030be,856.927535,0,Delirious-Buzzard
209,YES,diddy-found-guilty-of-sex-trafficking,0x477a7d28ed844984088129207c0afcb2459e2d8e,450.0,0,Fair-Record
210,YES,diddy-found-guilty-of-sex-trafficking,0x35c0732e069faea97c11aa9cab045562eaab81d6,407.0,0,
211,YES,diddy-found-guilty-of-sex-trafficking,0xf11d42ec96fd50a691687ef39f66b3787617f962,394.098896,0,Bare-Copy
212,YES,diddy-found-guilty-of-sex-trafficking,0x25e107f7f4122b6a3ff5737f2d2066d6068c8f10,310.429145,0,Vigilant-Bellows
213,YES,diddy-found-guilty-of-sex-trafficking,0x015f567430a123d3c311cb2fc853882a71eb30d1,267.849517,0,Creepy-Committee
214,YES,diddy-found-guilty-of-sex-trafficking,0x12e33069862981ddfa575add0fecb01fd4fdd344,235.04,0,Extroverted-Orator
215,YES,diddy-found-guilty-of-sex-trafficking,0x35fc2d1f20aa94958f6eff59f4ef17dd7375c478,228.606736,0,Double-Underpass
216,YES,diddy-found-guilty-of-sex-trafficking,0xe0f56787a76071ad98c8ed515c0470aae1a14969,168.493148,0,Unripe-Buy
217,YES,diddy-found-guilty-of-sex-trafficking,0xb277caba4e804dabea8acdcb6b6b9880af69d809,148.284116,0,Velvety-Museum
218,YES,diddy-found-guilty-of-sex-trafficking,0x654b36dfd8f9054bae081813835107a680f0c791,147.058822,0,Squiggly-Manufacturing
219,YES,diddy-found-guilty-of-sex-trafficking,0x5d8be066740821139f610a29e4bb1bb3d6d40651,147.058821,0,Spiteful-Halibut
220,YES,diddy-found-guilty-of-sex-trafficking,0x1d1f3acc027046b0e0e4fa0fe8fbe1e2320fb532,142.857141,0,Compassionate-Cement
221,YES,diddy-found-guilty-of-sex-trafficking,0x807ff3185228b4d3045118e4d340add3f31dbad6,125.544115,0,Optimistic-Snob
222,YES,diddy-found-guilty-of-sex-trafficking,0x7e16e55f9f2b13190cad25a12eb748f0a8c235f5,83.3125,0,Envious-Dynamo
223,YES,diddy-found-guilty-of-sex-trafficking,0xa9e5bba641fc797f1674811836416da71bbf2568,80.0,0,Left-Functionality
224,YES,diddy-found-guilty-of-sex-trafficking,0xa422dd254116d54c9ea48c84c0e3ca8065da66fd,70.175437,0,Handy-Exception
225,YES,diddy-found-guilty-of-sex-trafficking,0xb41ba249dd8d92f6cf23888370b4a19e1b846f80,69.444443,0,Key-Boot
226,YES,diddy-found-guilty-of-sex-trafficking,0x12c4b8ab7c4f48ffd6e5a3028b514ca67de99ba7,60.681817,0,Infantile-Dragonfly
227,YES,diddy-found-guilty-of-sex-trafficking,0x24255474f9ada3b05b467528b14ec901b10def83,55.848483,0,Welcome-Minute
228,YES,diddy-found-guilty-of-sex-trafficking,0x20d405762857a2ed90db840d6dd75f2a69bff984,37.681158,0,Fine-Eurocentrism
229,YES,diddy-found-guilty-of-sex-trafficking,0x23e8ba8818dafb0a60373f5872ae4052516e45c0,37.226934,0,Attached-Casino
230,YES,diddy-found-guilty-of-sex-trafficking,0x3852e993de2f9c6a3df16f89ae435846a0f53390,35.087718,0,Corrupt-Grub
231,YES,diddy-found-guilty-of-sex-trafficking,0xe4fbb7ddda77fd0310a6df2803dd4643e80b950b,35.087718,0,Showy-Dictionary
232,YES,diddy-found-guilty-of-sex-trafficking,0xa4c6607288a060bff1824f47c905916afdb859bc,32.145127,0,Pleased-Starter
233,YES,diddy-found-guilty-of-sex-trafficking,0xc1a1b031a4441394b4948e5179ff21f65b8f38a0,31.25,0,Chilly-Locker
234,YES,diddy-found-guilty-of-sex-trafficking,0xed361f241905c237b9aa4c5e83a48de683c91e83,28.985506,0,Knobby-Cashew
235,YES,diddy-found-guilty-of-sex-trafficking,0x51ef4aece130ff6e90a32ca430573ad24555fddb,28.169013,0,Fixed-Thorn
236,YES,diddy-found-guilty-of-sex-trafficking,0x0e917f53f152aa9b4fc38f54b670bc72c15edb21,27.777775,0,Known-Ruling
237,YES,diddy-found-guilty-of-sex-trafficking,0x2a7d459024a831caf484403a399a2979e03138b2,27.397259,0,Simple-Bangle
238,YES,diddy-found-guilty-of-sex-trafficking,0x20e124a9f0163587a9956d0b5a1633343dddd611,26.4587,0,Fatherly-Liquor
239,YES,diddy-found-guilty-of-sex-trafficking,0x4be7399541d3d034e412613a532ed92034eda7bf,25.0,0,Watchful-Wife
240,YES,diddy-found-guilty-of-sex-trafficking,0x00b2a60352f184f1689f74c0c71bceec0196647a,24.096384,0,Appropriate-Distribution
241,YES,diddy-found-guilty-of-sex-trafficking,0xf4df65378924af6de11fa312d2d0191623d80267,24.0,0,Sure-Footed-Tenth
242,YES,diddy-found-guilty-of-sex-trafficking,0xf8cd0ff46e1d37988451464e4040b188951a8202,22.727271,0,Known-Baggage
243,YES,diddy-found-guilty-of-sex-trafficking,0xade41229c65a79e18683b608dbb0869b8ccc47b8,22.044775,0,Tart-Soy
244,YES,diddy-found-guilty-of-sex-trafficking,0xa788101d65799b6c0713b8f80bc014718fabb641,19.649121,0,Rosy-Distributor
245,YES,diddy-found-guilty-of-sex-trafficking,0x7fc6b8e8ddc165b9aa4bdee6fb4d0c515dcb0e19,18.297681,0,
246,YES,diddy-found-guilty-of-sex-trafficking,0xd0597b13271c4f247e6d3d86fde21ec12d9a05ef,17.147056,0,Everlasting-Excerpt
247,YES,diddy-found-guilty-of-sex-trafficking,0xea72cbe4d95c247eaea9275b0e70aa408be5c56f,17.022282,0,Informal-Scheduling
248,YES,diddy-found-guilty-of-sex-trafficking,0xa0aa91662aaa912b223495953cb341a068859631,16.216211,0,Lustrous-Invader
249,YES,diddy-found-guilty-of-sex-trafficking,0x5f9b1a1722f50e09dbbc411dfa0893080872392c,16.176468,0,Remorseful-Nurture
250,YES,diddy-found-guilty-of-sex-trafficking,0xd1e8f7aa15ed0202d81455bb497b83a99f6dd914,15.362316,0,Prime-Pilaf
251,YES,diddy-found-guilty-of-sex-trafficking,0xd46595c93554c3970dfdbbd22a7c6bb4df0be65b,15.277776,0,Zany-Fountain
252,YES,diddy-found-guilty-of-sex-trafficking,0xc314093ff334db37b66844d2c0b3a6d0149ead3b,14.925372,0,Academic-Homonym
253,YES,diddy-found-guilty-of-sex-trafficking,0x47f5a89d80c08b35e5ea07c62007a93245f719aa,14.864861,0,Watery-Millstone
254,YES,diddy-found-guilty-of-sex-trafficking,0x6d346006ba19ae41fd6c39498651ca98c5b5b9fd,13.888887,0,Humongous-Valley
255,YES,diddy-found-guilty-of-sex-trafficking,0x20c8b2d3b069ce76a45d91c8e3a8ba09f816fe8f,11.940297,0,
256,YES,diddy-found-guilty-of-sex-trafficking,0x362d1d42e986e7479bf8245ec6e6a56aafed75dd,11.9375,0,Jolly-Reduction
257,YES,diddy-found-guilty-of-sex-trafficking,0xec4b8c27f15c65331cbc1bdd57bbea6fffa6e2c1,11.864404,0,Attached-Sleep
258,YES,diddy-found-guilty-of-sex-trafficking,0x86e59c70499209a8e82cce7f24fa642c9300dfb3,10.9375,0,Impolite-Moai
259,YES,diddy-found-guilty-of-sex-trafficking,0x2cefa2a306abcebdd4450bdec46622fe8e070709,10.526314,0,Helpful-Giggle
260,YES,diddy-found-guilty-of-sex-trafficking,0xfff0c3ed0f217ecdab9ec37516a4c19dc6e39db1,10.0,0,Fitting-Pine
261,YES,diddy-found-guilty-of-sex-trafficking,0x668f6be6f9d96d5e291b9a4f2a10f45c57214c4d,9.459458,0,Determined-Wampum
262,YES,diddy-found-guilty-of-sex-trafficking,0x81f4733a9c28f54c1bab1e6c2f2fa02e02577f6a,8.450703,0,Gleeful-Range
263,YES,diddy-found-guilty-of-sex-trafficking,0xcb4b3656a84b168eb39c8176a765ffa9a59a0b6f,8.219177,0,Evergreen-Criminal
264,YES,diddy-found-guilty-of-sex-trafficking,0xf3a45fee236a87951ebc629f9af10fa799f9d6b6,7.8125,0,Noted-Wind
265,YES,diddy-found-guilty-of-sex-trafficking,0x1c26530e91695fe0046fa00464e9b7ae3aa9ffff,7.575755,0,Jaunty-Password
266,YES,diddy-found-guilty-of-sex-trafficking,0x1737656634ccddebfb674064f58ccafcd8ef277b,7.35294,0,Exalted-Semantics
267,YES,diddy-found-guilty-of-sex-trafficking,0x1fd61f16ef4b8f0e70d6ef39f52619134a83b982,7.35294,0,Expensive-Genre
268,YES,diddy-found-guilty-of-sex-trafficking,0x89a312daae0d8c2a83a8e78d8b4781add910a449,7.246375,0,Pointless-Beard
269,YES,diddy-found-guilty-of-sex-trafficking,0xac69986dbdfbe5339ab77e1e50605e8c6da4b591,7.142856,0,Thorough-Receipt
270,YES,diddy-found-guilty-of-sex-trafficking,0xe09c6f91cad9dd19bcb9c51da2c469d9aacb2c7b,7.142856,0,Relieved-Periodical
271,YES,diddy-found-guilty-of-sex-trafficking,0xee128111fb888297e3e8aecbeecbbcf0a0dffb2a,7.042252,0,Hot-Leap
272,YES,diddy-found-guilty-of-sex-trafficking,0x6fed64fcf2c75392cf95b777d310ae68d181a5e8,7.023807,0,Charming-Iris
273,YES,diddy-found-guilty-of-sex-trafficking,0x4d5a4221ff3d897056257f5ec6c02930a929bff4,6.9718,0,
274,YES,diddy-found-guilty-of-sex-trafficking,0x29f86e93c72d1e5b51add08d1a2f3c35a5beab46,6.849314,0,Drafty-Trustee
275,YES,diddy-found-guilty-of-sex-trafficking,0x62c48cbd22094ac5cdbfa5c08a171fea4f0ac3e6,6.849314,0,Plastic-Success
276,YES,diddy-found-guilty-of-sex-trafficking,0x451a6fbf108c889c38f056b8323b4e2a6e162d6c,6.410254,0,Deafening-Room
277,YES,diddy-found-guilty-of-sex-trafficking,0xf4d9eab09bbde13c079243e1f26a1529630e976e,6.390625,0,Fat-Gallon
278,YES,diddy-found-guilty-of-sex-trafficking,0x2670fe2f81dd3ef1dac101a4025f81dd13a7d8a2,6.256753,0,Miniature-Firewall
279,YES,diddy-found-guilty-of-sex-trafficking,0x5c7c01ed7035a07c3f71174a157bfedac5500b53,6.25,0,Overcooked-Attenuation
280,YES,diddy-found-guilty-of-sex-trafficking,0xbe3f5a703bf0c4fa5f5e588fee5ad1ff233a8009,6.25,0,Earnest-Greenhouse
281,YES,diddy-found-guilty-of-sex-trafficking,0xce1aac168aaa09d4c26fc151320c38c400db3945,6.25,0,Delightful-Seaplane
282,YES,diddy-found-guilty-of-sex-trafficking,0x3208fc9d4669742755317c82b7832dea8bce0bbf,5.882351,0,Ornery-Admire
283,YES,diddy-found-guilty-of-sex-trafficking,0xa2a0a412f0ff30c28d94054520ae9583a54a927c,5.63768,0,Fond-Trick
284,YES,diddy-found-guilty-of-sex-trafficking,0x4c62fe0343f9eac64f1a95183e6399d9312bdfa4,5.0,0,Quaint-Inside
285,YES,diddy-found-guilty-of-sex-trafficking,0x55f4c3e487e3c72e548ea35b23b7adbc2486959c,5.0,0,Sentimental-Conservation
286,YES,diddy-found-guilty-of-sex-trafficking,0x13c2692681c01416bd59413e385f488dc52a270b,4.6875,0,Elegant-Ecology
287,YES,diddy-found-guilty-of-sex-trafficking,0xd655fcc116e01bc64ab3ac6e762d39c08879fd4b,4.545452,0,Better-Inspection
288,YES,diddy-found-guilty-of-sex-trafficking,0x4a961d8d777765605661eb883e40ef10516c5fa8,4.411763,0,Faraway-Chop
289,YES,diddy-found-guilty-of-sex-trafficking,0x901cd00d0bf198ff433be3a88d553d8865e28929,4.411762,0,Firsthand-Stage
290,YES,diddy-found-guilty-of-sex-trafficking,0xe0055a9523c054ec09c1b37bdc1effc004c3fe6f,4.323528,0,Timely-Spot
291,YES,diddy-found-guilty-of-sex-trafficking,0x9f2f96c3d128465963545358f0a3e91349bfa8f9,4.109588,0,Delectable-Flan
292,YES,diddy-found-guilty-of-sex-trafficking,0x0a6c6ab5dec4d1f488158b455beb8074f1050867,3.787877,0,Crooked-Crinoline
293,YES,diddy-found-guilty-of-sex-trafficking,0x55af4c0f03157161d6ca5376b31e57efe73e03fd,3.636362,0,Belated-Autoimmunity
294,YES,diddy-found-guilty-of-sex-trafficking,0x1e59b785d451175936013e8055ea2334a9f9c6b0,3.571427,0,Kindhearted-Tendency
295,YES,diddy-found-guilty-of-sex-trafficking,0x76ef81a98456f2c835dc349e0a4559cc4f2ded23,3.488371,0,Buoyant-Pita
296,YES,diddy-found-guilty-of-sex-trafficking,0x5babf8f85b4b4184f8ea37244d53f3e3f137c136,3.030302,0,Showy-Crayon
297,YES,diddy-found-guilty-of-sex-trafficking,0xaa8dd001fe94cc4849e4cfccbacad2729b2ee633,3.030302,0,Bleak-Tablet
298,YES,diddy-found-guilty-of-sex-trafficking,0x6bca77c78d85705f669afbfdb53b449c937b39dd,2.941175,0,Babyish-Vaccine
299,YES,diddy-found-guilty-of-sex-trafficking,0xdb1ab68102cb2f3259a1679835f4037a46f60dfa,2.85714,0,Novel-Affair
300,NO,diddy-found-guilty-of-sex-trafficking,0x4ddb8cc8bb19f694ccea2fe146bfeca878e8c2a4,18.857856,1,Candid-Album
301,NO,diddy-found-guilty-of-sex-trafficking,0xcae703741cb19b91282df5dc830a626a6ab8a113,16.129031,1,Failing-Equinox
302,NO,diddy-found-guilty-of-sex-trafficking,0xee279abbcf794343205391ebec60edf76445992a,14.285713,1,Indelible-Clave
303,NO,diddy-found-guilty-of-sex-trafficking,0x0c7a04cac49d5a652baee983e9790c0d40458a87,11.11111,1,Youthful-Lag
304,NO,diddy-found-guilty-of-sex-trafficking,0x73a884288403e0a2b3cc8c54209181d5ba18a515,8.297871,1,Impassioned-Census
305,NO,diddy-found-guilty-of-sex-trafficking,0xfe940ab2a3ad0b6e2295afb2b4c07f871369f965,5.0,1,Straight-Ruler
306,NO,diddy-found-guilty-of-sex-trafficking,0x3774515d6f0e682434cf176886c1f4c0fc8478c4,3.448274,1,Aged-Suspect
307,NO,diddy-found-guilty-of-sex-trafficking,0x7bc927893bd89b981adfa4200b703a36958da102,2.857141,1,Full-Minimalism
308,NO,diddy-found-guilty-of-sex-trafficking,0xf7421c80e6212ae5127e74b932cc310b7e31be2d,2.857141,1,These-River
309,NO,diddy-found-guilty-of-sex-trafficking,0xd11762cc4d8954fe085103cd4a6a37219a256835,1.386554,1,Crisp-Myth
